path,bytes,sha256,component,version,source,license,terms,modification,delivery,required_notices,status
bashi-privacy-app/local_tts_engine_gguf.py,26377,059c83730f488e1888de03e5612564d64a721198df8be726b79a52c4b8a6bc6b,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/local_tts_engine_pytorch.py,13246,f9f509d8059ffdb7a98fdc97a00cc9c2fab88323d9f91f14a8c100e27bf4c92f,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/local_tts_service_base.py,4025,ad6ae6677463147cf82b0773c605042f9f8b4a26936b95e50d5c6ec019193433,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/local_voice_catalog.py,3970,0afbddfd331595d4555960bf30f1eac337e2ef20f0c3a066c97e368134adf517,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/logging_setup.py,2573,26a8bff396a0a0b7064f831c17037b090272a7d3f93e2d5ac2a0e12859744b1e,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/model_manager.py,20663,1d6419261e77160cf3cd29d9dbc76e74eb7b0f4cf88481594eb2ca3fb68c9a6f,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/PRIVACY.md,2613,68e35ea09de579012c74ef4086a1ec1f0242fe909026ae09d6fec517910721cd,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/requirements.txt,749,e9b6f391b286bfe7813cda44c40dd21b43faaa0ca5e2d3730ba0e183f3d92ea8,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run-gguf.cmd,156,5f0d5c9ec57296e950a7c3d5a97a8c0a317e561556e52c32f06a18f6016fbb61,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run-gguf.ps1,1708,4e1d73228e8423d3d30504dae8b41f9fb2e789db1defb24f173a1d4630e801e9,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run-pytorch.cmd,159,dc92d545304edbdee732d73b7089c05d200d59f48e098f4f4f65325c85ce8592,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run-pytorch.ps1,635,8a96d2cca3f349dc26cdadd566acc99df853edb00477ef6cabc0631bb46cd9ca,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run_portable.bat,526,9693c0e81ba050d3573ddb11bd203830275d3c2e4ee56c91fdcb427bda5bbac3,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/run_portable.ps1,32833,084e69f48f62fdf1cb06862ac5ba23060467919db980a5a32a52e38c02e7397a,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/speaker_diarization.py,14057,46f6f6cf3df392fa63a417d6f780eaa39cb9c7398c0bdc85874f3d7fcb2cd3ce,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/stt_engine.py,7519,5ad111ab1005c4b661edb9d560dbdca0d5de64131d11a8d9bd80ae6652041aa0,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/stt_engine_factory.py,1194,f54fbf5d3e6cc470a8719afc9a82b409f21943078e5f37706b1e1c6d86e7a754,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/stt_routes.py,24880,c6cf33eae28e5c195c3ecf2874dfcf86c6343bea1d4ff6e2669b48ded7899026,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/stt_subtitles.py,7571,be68ea5fbb55e65c9656857d6c98384a34c331a1d089feb833532187573b95dd,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/SYSTEM_OVERVIEW.md,16329,7304cc4246207380d350a1ab0e7752eb389a941a3ee818bac7991ee1272cc6b4,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/tts_routes.py,34541,c0cfd3f58e8c82e1fffc9d1d419a869a7378541cc54f87ff752c6a5eea2db005,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/utils.py,1866,30279f339141526c2a2d9faf87ef27597a3d3a53c5c5ee95ca5dbfef91ff3b27,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/VERSION,6,8a3dad16d348c163566a456fcf650d85d7aeeda5e53d01ee1fa8dc15212915a7,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/zh_confusion.py,1821,cb7b7d84a9b87c8ccb61fe508c63a0ff5f7aa23c12e2f3575734a5fbcc88f338,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/bashi_tts_kernel/bashi_tts_core.py,15117,fa965c0e25538d1bd8b0a7f9150e9a860e14ef6e077c56fddc2fe181eb21e49c,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/bashi_tts_kernel/speakers.json,3647,46ac2a36b9ab94281bc133a062e7037fac609f4772189ea0481000a9b25ddeb9,speaker-catalog,catalog version 1,bashi_tts_kernel/speakers.json,project metadata and upstream model identifiers,THIRD_PARTY.md and licenses/README.md; pending where stated,project catalog,A,preserve model source attribution; not a license to reference recordings,待核实
bashi-privacy-app/bashi_tts_kernel/zh_normalizer_lite.py,10797,17eea68e2d3994774ff808645753230b47d7402a125cad54a623f7a9e6e8851e,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/bashi_tts_kernel/__init__.py,74,8497f256203eaaecb9e8b3815071d4f01104294d399910377a6c84f9685076f4,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/data/zh_confusion.tsv,1237,a6a819cb7bac236266cff57ee57c769f34358bdbb082c6482cd9dba04d180238,zh-confusion-data,0.1.4,data/zh_confusion.tsv,project data provenance pending,THIRD_PARTY.md and licenses/README.md; pending where stated,project-specific table,A,confirm source of table entries,待核实
bashi-privacy-app/engines/sherpa_parakeet.py,4286,d8ff4a760b6695591f030b34245a4f9699f62ba210a5ef470c45836c4b1b5195,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/engines/sherpa_sensevoice.py,4062,5ea83e2350c7f2f287e1b2ed7f8213a4dcb990279f3b691d861e423e51e79a99,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/python-3.12.10-embed-amd64/libcrypto-3.dll,5231472,ccfffddcd3defb8d899026298af9af43bc186130f8483d77e97c93233d5f27d7,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,https://github.com/openssl/openssl/blob/openssl-3.0.16/LICENSE.txt,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/libffi-8.dll,39696,eff52743773eb550fcc6ce3efc37c85724502233b6b002a35496d828bd7b280a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/libssl-3.dll,794992,007142039f04d04e0ed607bda53de095e5bc6a8a10d26ecedde94ea7d2d7eefe,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,https://github.com/openssl/openssl/blob/openssl-3.0.16/LICENSE.txt,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/LICENSE.txt,36874,e502c6b880ff58d614901495a9009c136539cd0b1e2a2abb8fc00b934c203419,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/pyexpat.pyd,205304,d615e193d1affcdbfe504e90d3621cbdcff94bf72b79d899126534507fd6d27a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python.cat,574231,5d85439736ae088d9680b391e2bca55ca7e9cc5b41a12ebe8e2f554506c7e72e,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python.exe,104952,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python3.dll,70376,fb975a606e7fbf74f64260e3f60c3490b4f74a183c0926fd6ed1ac4c52ac7b1c,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python312.dll,6945272,9a0e3435aaa680d868150f87ab3e388ad2eebc22f87e036155c7b4eda8cd2120,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python312.zip,3835482,fb131c0ef7e35cc5250a74c8cd18744bf4115fb8163710711f3758d7df3d1f88,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/python312._pth,80,2820f241bc9d6810d4db21c21cca3845799367fbdf0199620fb37c86a74b945c,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/pythonw.exe,104304,d72294fb338bc2fc8896d25a7395a4db466425427e1559e77185d5135a830681,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/select.pyd,33136,d4d7181b11db0bd22a6cd5cda6f8583d1f5c77615fd0a6ca33350619d6e0438a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/sqlite3.dll,1583608,8daa45684bf6688fca28d956b2e8942f2fa98f656675ce68e6d61dd869848a7a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/unicodedata.pyd,1140592,208ee1cd3cbad0828433ca7246b05be2b1ff5569983d27d296c0b38888585488,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/vcruntime140.dll,120400,052ad6a20d375957e82aa6a3c441ea548d89be0981516ca7eb306e063d5027f4,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/vcruntime140_1.dll,49776,6a99bc0128e0c7d6cbbf615fcc26909565e17d4ca3451b97f8987f9c6acbc6c8,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/winsound.pyd,31736,100e8d676777603c7258daf9b2f23ef001f09f1596d8708de359326fff72bddd,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_asyncio.pyd,74096,c77de90cad749087a0c5dc5e19d78d24f6ef44e7e5ac19b8420cfc0cea62395d,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_bz2.pyd,86896,65f610646d10d5babea080e060d244b546ec52c54012e5e937dc72dcc2e2e7bc,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_ctypes.pyd,127480,0e56107a891100535f2da79d85a5ae65ff1227b4765bd108f8593ac1a1110d81,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_decimal.pyd,262000,aeacfead2befcc0768063a037bb64bd32109ae09cb144e5f571b04dd7965db9d,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_elementtree.pyd,135160,5009a9a53c03ef8387443b5cf6ce08e5c3a79727466a0b931c5bbca915bf89ca,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_hashlib.pyd,68976,03d233dbace599168eaffec823de6ed7beec8c2a4ebfe9b8a3d8e042a59af3ba,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_lzma.pyd,161136,e3deecc1f59a3b811c608861decd84de1e8df8bafd5e2b39188861318c5a38cf,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_msi.pyd,46584,b49332bae154ebdd8c3d5e7ddfdde336d9c47f91ba028dc67bafb2420b3dbb5c,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_multiprocessing.pyd,37368,2c636df7059cb0dd7e978dd735c7c5c8ddb09cf94754cf9e232296b96c5c545a,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_overlapped.pyd,57336,662126ff80c3a1b4cedf74074029c12ae4743e6d3b37376e39ac70aacb7d4d3c,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
